"subject" "activity"
"216" 2 "LAYING"
"217" 2 "LAYING"
"218" 2 "LAYING"
"219" 2 "LAYING"
"220" 2 "LAYING"
"221" 2 "LAYING"
"222" 2 "LAYING"
"223" 2 "LAYING"
"224" 2 "LAYING"
"225" 2 "LAYING"
"226" 2 "LAYING"
"227" 2 "LAYING"
"228" 2 "WALKING"
"229" 2 "WALKING"
"230" 2 "WALKING"
"231" 2 "WALKING"
"232" 2 "WALKING"
"233" 2 "WALKING"
"234" 2 "WALKING"
"235" 2 "WALKING"
"236" 2 "WALKING"
"237" 2 "WALKING"
"238" 2 "WALKING"
"239" 2 "WALKING"
"240" 2 "WALKING"
"241" 2 "WALKING"
"242" 2 "WALKING"
"243" 2 "WALKING"
"244" 2 "WALKING"
"245" 2 "WALKING"
"246" 2 "WALKING"
"247" 2 "WALKING"
"248" 2 "WALKING"
"249" 2 "WALKING"
"250" 2 "WALKING"
"251" 2 "WALKING"
"252" 2 "WALKING"
"253" 2 "WALKING"
"254" 2 "WALKING"
"255" 2 "WALKING"
"256" 2 "WALKING"
"257" 2 "WALKING_DOWNSTAIRS"
"258" 2 "WALKING_DOWNSTAIRS"
"259" 2 "WALKING_DOWNSTAIRS"
"260" 2 "WALKING_DOWNSTAIRS"
"261" 2 "WALKING_DOWNSTAIRS"
"262" 2 "WALKING_DOWNSTAIRS"
"263" 2 "WALKING_DOWNSTAIRS"
"264" 2 "WALKING_DOWNSTAIRS"
"265" 2 "WALKING_DOWNSTAIRS"
"266" 2 "WALKING_DOWNSTAIRS"
"267" 2 "WALKING_DOWNSTAIRS"
"268" 2 "WALKING_DOWNSTAIRS"
"269" 2 "WALKING_DOWNSTAIRS"
"270" 2 "WALKING_DOWNSTAIRS"
"271" 2 "WALKING_DOWNSTAIRS"
"272" 2 "WALKING_DOWNSTAIRS"
"273" 2 "WALKING_DOWNSTAIRS"
"274" 2 "WALKING_DOWNSTAIRS"
"275" 2 "WALKING_DOWNSTAIRS"
"276" 2 "WALKING_DOWNSTAIRS"
"277" 2 "WALKING_DOWNSTAIRS"
"278" 2 "WALKING_DOWNSTAIRS"
"279" 2 "WALKING_DOWNSTAIRS"
"280" 2 "WALKING_UPSTAIRS"
"281" 2 "WALKING_UPSTAIRS"
"282" 2 "WALKING_UPSTAIRS"
"283" 2 "WALKING_UPSTAIRS"
"284" 2 "WALKING_UPSTAIRS"
"285" 2 "WALKING_UPSTAIRS"
"286" 2 "WALKING_UPSTAIRS"
"287" 2 "WALKING_UPSTAIRS"
"288" 2 "WALKING_UPSTAIRS"
"289" 2 "WALKING_UPSTAIRS"
"290" 2 "WALKING_UPSTAIRS"
"291" 2 "WALKING_UPSTAIRS"
"292" 2 "WALKING_UPSTAIRS"
"293" 2 "WALKING_UPSTAIRS"
"294" 2 "WALKING_UPSTAIRS"
"295" 2 "WALKING_UPSTAIRS"
"296" 2 "WALKING_UPSTAIRS"
"297" 2 "WALKING_UPSTAIRS"
"298" 2 "WALKING_UPSTAIRS"
"299" 2 "WALKING_UPSTAIRS"
"300" 2 "WALKING_UPSTAIRS"
"301" 2 "WALKING_UPSTAIRS"
"302" 2 "WALKING_UPSTAIRS"
"303" 4 "STANDING"
"304" 4 "STANDING"
"305" 4 "STANDING"
"306" 4 "STANDING"
"307" 4 "STANDING"
"308" 4 "STANDING"
"309" 4 "STANDING"
"310" 4 "STANDING"
"311" 4 "STANDING"
"312" 4 "STANDING"
"313" 4 "STANDING"
"314" 4 "STANDING"
"315" 4 "STANDING"
"316" 4 "STANDING"
"317" 4 "STANDING"
"318" 4 "STANDING"
"319" 4 "STANDING"
"320" 4 "STANDING"
"321" 4 "STANDING"
"322" 4 "STANDING"
"323" 4 "STANDING"
"324" 4 "STANDING"
"325" 4 "STANDING"
"326" 4 "STANDING"
"327" 4 "STANDING"
"328" 4 "STANDING"
"329" 4 "STANDING"
"330" 4 "STANDING"
"331" 4 "SITTING"
"332" 4 "SITTING"
"333" 4 "SITTING"
"334" 4 "SITTING"
"335" 4 "SITTING"
"336" 4 "SITTING"
"337" 4 "SITTING"
"338" 4 "SITTING"
"339" 4 "SITTING"
"340" 4 "SITTING"
"341" 4 "SITTING"
"342" 4 "SITTING"
"343" 4 "SITTING"
"344" 4 "SITTING"
"345" 4 "SITTING"
"346" 4 "SITTING"
"347" 4 "SITTING"
"348" 4 "SITTING"
"349" 4 "SITTING"
"350" 4 "SITTING"
"351" 4 "SITTING"
"352" 4 "SITTING"
"353" 4 "SITTING"
"354" 4 "SITTING"
"355" 4 "LAYING"
"356" 4 "LAYING"
"357" 4 "LAYING"
"358" 4 "LAYING"
"359" 4 "LAYING"
"360" 4 "LAYING"
"361" 4 "LAYING"
"362" 4 "LAYING"
"363" 4 "LAYING"
"364" 4 "LAYING"
"365" 4 "LAYING"
"366" 4 "LAYING"
"367" 4 "LAYING"
"368" 4 "LAYING"
"369" 4 "LAYING"
"370" 4 "LAYING"
"371" 4 "LAYING"
"372" 4 "LAYING"
"373" 4 "LAYING"
"374" 4 "LAYING"
"375" 4 "LAYING"
"376" 4 "LAYING"
"377" 4 "LAYING"
"378" 4 "LAYING"
"379" 4 "LAYING"
"380" 4 "LAYING"
"381" 4 "LAYING"
"382" 4 "LAYING"
"383" 4 "LAYING"
"384" 4 "LAYING"
"385" 4 "WALKING"
"386" 4 "WALKING"
"387" 4 "WALKING"
"388" 4 "WALKING"
"389" 4 "WALKING"
"390" 4 "WALKING"
"391" 4 "WALKING"
"392" 4 "WALKING"
"393" 4 "WALKING"
"394" 4 "WALKING"
"395" 4 "WALKING"
"396" 4 "WALKING"
"397" 4 "WALKING"
"398" 4 "WALKING"
"399" 4 "WALKING"
"400" 4 "WALKING"
"401" 4 "WALKING"
"402" 4 "WALKING"
"403" 4 "WALKING"
"404" 4 "WALKING"
"405" 4 "WALKING"
"406" 4 "WALKING"
"407" 4 "WALKING"
"408" 4 "WALKING"
"409" 4 "WALKING"
"410" 4 "WALKING"
"411" 4 "WALKING"
"412" 4 "WALKING"
"413" 4 "WALKING"
"414" 4 "WALKING"
"415" 4 "WALKING"
"416" 4 "WALKING_DOWNSTAIRS"
"417" 4 "WALKING_DOWNSTAIRS"
"418" 4 "WALKING_DOWNSTAIRS"
"419" 4 "WALKING_DOWNSTAIRS"
"420" 4 "WALKING_DOWNSTAIRS"
"421" 4 "WALKING_DOWNSTAIRS"
"422" 4 "WALKING_DOWNSTAIRS"
"423" 4 "WALKING_DOWNSTAIRS"
"424" 4 "WALKING_DOWNSTAIRS"
"425" 4 "WALKING_DOWNSTAIRS"
"426" 4 "WALKING_DOWNSTAIRS"
"427" 4 "WALKING_DOWNSTAIRS"
"428" 4 "WALKING_DOWNSTAIRS"
"429" 4 "WALKING_DOWNSTAIRS"
"430" 4 "WALKING_DOWNSTAIRS"
"431" 4 "WALKING_DOWNSTAIRS"
"432" 4 "WALKING_DOWNSTAIRS"
"433" 4 "WALKING_DOWNSTAIRS"
"434" 4 "WALKING_DOWNSTAIRS"
"435" 4 "WALKING_DOWNSTAIRS"
"436" 4 "WALKING_DOWNSTAIRS"
"437" 4 "WALKING_DOWNSTAIRS"
"438" 4 "WALKING_DOWNSTAIRS"
"439" 4 "WALKING_UPSTAIRS"
"440" 4 "WALKING_UPSTAIRS"
"441" 4 "WALKING_UPSTAIRS"
"442" 4 "WALKING_UPSTAIRS"
"443" 4 "WALKING_UPSTAIRS"
"444" 4 "WALKING_UPSTAIRS"
"445" 4 "WALKING_UPSTAIRS"
"446" 4 "WALKING_UPSTAIRS"
"447" 4 "WALKING_UPSTAIRS"
"448" 4 "WALKING_UPSTAIRS"
"449" 4 "WALKING_UPSTAIRS"
"450" 4 "WALKING_UPSTAIRS"
"451" 4 "WALKING_UPSTAIRS"
"452" 4 "WALKING_UPSTAIRS"
"453" 4 "WALKING_UPSTAIRS"
"454" 4 "WALKING_UPSTAIRS"
"455" 4 "WALKING_UPSTAIRS"
"456" 4 "WALKING_UPSTAIRS"
"457" 4 "WALKING_UPSTAIRS"
"458" 4 "WALKING_UPSTAIRS"
"459" 4 "WALKING_UPSTAIRS"
"460" 4 "WALKING_UPSTAIRS"
"461" 4 "WALKING_UPSTAIRS"
"462" 4 "WALKING_UPSTAIRS"
"463" 4 "WALKING_UPSTAIRS"
"464" 4 "WALKING_UPSTAIRS"
"465" 4 "WALKING_UPSTAIRS"
"466" 4 "WALKING_UPSTAIRS"
"467" 4 "STANDING"
"468" 4 "STANDING"
"469" 4 "STANDING"
"470" 4 "STANDING"
"471" 4 "STANDING"
"472" 4 "STANDING"
"473" 4 "STANDING"
"474" 4 "STANDING"
"475" 4 "STANDING"
"476" 4 "STANDING"
"477" 4 "STANDING"
"478" 4 "STANDING"
"479" 4 "STANDING"
"480" 4 "STANDING"
"481" 4 "STANDING"
"482" 4 "STANDING"
"483" 4 "STANDING"
"484" 4 "STANDING"
"485" 4 "STANDING"
"486" 4 "STANDING"
"487" 4 "STANDING"
"488" 4 "STANDING"
"489" 4 "STANDING"
"490" 4 "STANDING"
"491" 4 "STANDING"
"492" 4 "STANDING"
"493" 4 "STANDING"
"494" 4 "STANDING"
"495" 4 "SITTING"
"496" 4 "SITTING"
"497" 4 "SITTING"
"498" 4 "SITTING"
"499" 4 "SITTING"
"500" 4 "SITTING"
"501" 4 "SITTING"
"502" 4 "SITTING"
"503" 4 "SITTING"
"504" 4 "SITTING"
"505" 4 "SITTING"
"506" 4 "SITTING"
"507" 4 "SITTING"
"508" 4 "SITTING"
"509" 4 "SITTING"
"510" 4 "SITTING"
"511" 4 "SITTING"
"512" 4 "SITTING"
"513" 4 "SITTING"
"514" 4 "SITTING"
"515" 4 "SITTING"
"516" 4 "SITTING"
"517" 4 "SITTING"
"518" 4 "SITTING"
"519" 4 "SITTING"
"520" 4 "SITTING"
"521" 4 "LAYING"
"522" 4 "LAYING"
"523" 4 "LAYING"
"524" 4 "LAYING"
"525" 4 "LAYING"
"526" 4 "LAYING"
"527" 4 "LAYING"
"528" 4 "LAYING"
"529" 4 "LAYING"
"530" 4 "LAYING"
"531" 4 "LAYING"
"532" 4 "LAYING"
"533" 4 "LAYING"
"534" 4 "LAYING"
"535" 4 "LAYING"
"536" 4 "LAYING"
"537" 4 "LAYING"
"538" 4 "LAYING"
"539" 4 "LAYING"
"540" 4 "LAYING"
"541" 4 "LAYING"
"542" 4 "LAYING"
"543" 4 "LAYING"
"544" 4 "LAYING"
"545" 4 "WALKING"
"546" 4 "WALKING"
"547" 4 "WALKING"
"548" 4 "WALKING"
"549" 4 "WALKING"
"550" 4 "WALKING"
"551" 4 "WALKING"
"552" 4 "WALKING"
"553" 4 "WALKING"
"554" 4 "WALKING"
"555" 4 "WALKING"
"556" 4 "WALKING"
"557" 4 "WALKING"
"558" 4 "WALKING"
"559" 4 "WALKING"
"560" 4 "WALKING"
"561" 4 "WALKING"
"562" 4 "WALKING"
"563" 4 "WALKING"
"564" 4 "WALKING"
"565" 4 "WALKING"
"566" 4 "WALKING"
"567" 4 "WALKING"
"568" 4 "WALKING"
"569" 4 "WALKING"
"570" 4 "WALKING"
"571" 4 "WALKING"
"572" 4 "WALKING"
"573" 4 "WALKING"
"574" 4 "WALKING_DOWNSTAIRS"
"575" 4 "WALKING_DOWNSTAIRS"
"576" 4 "WALKING_DOWNSTAIRS"
"577" 4 "WALKING_DOWNSTAIRS"
"578" 4 "WALKING_DOWNSTAIRS"
"579" 4 "WALKING_DOWNSTAIRS"
"580" 4 "WALKING_DOWNSTAIRS"
"581" 4 "WALKING_DOWNSTAIRS"
"582" 4 "WALKING_DOWNSTAIRS"
"583" 4 "WALKING_DOWNSTAIRS"
"584" 4 "WALKING_DOWNSTAIRS"
"585" 4 "WALKING_DOWNSTAIRS"
"586" 4 "WALKING_DOWNSTAIRS"
"587" 4 "WALKING_DOWNSTAIRS"
"588" 4 "WALKING_DOWNSTAIRS"
"589" 4 "WALKING_DOWNSTAIRS"
"590" 4 "WALKING_DOWNSTAIRS"
"591" 4 "WALKING_DOWNSTAIRS"
"592" 4 "WALKING_DOWNSTAIRS"
"593" 4 "WALKING_DOWNSTAIRS"
"594" 4 "WALKING_DOWNSTAIRS"
"595" 4 "WALKING_DOWNSTAIRS"
"596" 4 "WALKING_UPSTAIRS"
"597" 4 "WALKING_UPSTAIRS"
"598" 4 "WALKING_UPSTAIRS"
"599" 4 "WALKING_UPSTAIRS"
"600" 4 "WALKING_UPSTAIRS"
"601" 4 "WALKING_UPSTAIRS"
"602" 4 "WALKING_UPSTAIRS"
"603" 4 "WALKING_UPSTAIRS"
"604" 4 "WALKING_UPSTAIRS"
"605" 4 "WALKING_UPSTAIRS"
"606" 4 "WALKING_UPSTAIRS"
"607" 4 "WALKING_UPSTAIRS"
"608" 4 "WALKING_UPSTAIRS"
"609" 4 "WALKING_UPSTAIRS"
"610" 4 "WALKING_UPSTAIRS"
"611" 4 "WALKING_UPSTAIRS"
"612" 4 "WALKING_UPSTAIRS"
"613" 4 "WALKING_UPSTAIRS"
"614" 4 "WALKING_UPSTAIRS"
"615" 4 "WALKING_UPSTAIRS"
"616" 4 "WALKING_UPSTAIRS"
"617" 4 "WALKING_UPSTAIRS"
"618" 4 "WALKING_UPSTAIRS"
"619" 4 "WALKING_UPSTAIRS"
"620" 9 "STANDING"
"621" 9 "STANDING"
"622" 9 "STANDING"
"623" 9 "STANDING"
"624" 9 "STANDING"
"625" 9 "STANDING"
"626" 9 "STANDING"
"627" 9 "STANDING"
"628" 9 "STANDING"
"629" 9 "STANDING"
"630" 9 "STANDING"
"631" 9 "STANDING"
"632" 9 "STANDING"
"633" 9 "STANDING"
"634" 9 "STANDING"
"635" 9 "STANDING"
"636" 9 "STANDING"
"637" 9 "STANDING"
"638" 9 "STANDING"
"639" 9 "STANDING"
"640" 9 "STANDING"
"641" 9 "STANDING"
"642" 9 "SITTING"
"643" 9 "SITTING"
"644" 9 "SITTING"
"645" 9 "SITTING"
"646" 9 "SITTING"
"647" 9 "SITTING"
"648" 9 "SITTING"
"649" 9 "SITTING"
"650" 9 "SITTING"
"651" 9 "SITTING"
"652" 9 "SITTING"
"653" 9 "SITTING"
"654" 9 "SITTING"
"655" 9 "SITTING"
"656" 9 "SITTING"
"657" 9 "SITTING"
"658" 9 "SITTING"
"659" 9 "SITTING"
"660" 9 "SITTING"
"661" 9 "SITTING"
"662" 9 "SITTING"
"663" 9 "SITTING"
"664" 9 "SITTING"
"665" 9 "SITTING"
"666" 9 "SITTING"
"667" 9 "LAYING"
"668" 9 "LAYING"
"669" 9 "LAYING"
"670" 9 "LAYING"
"671" 9 "LAYING"
"672" 9 "LAYING"
"673" 9 "LAYING"
"674" 9 "LAYING"
"675" 9 "LAYING"
"676" 9 "LAYING"
"677" 9 "LAYING"
"678" 9 "LAYING"
"679" 9 "LAYING"
"680" 9 "LAYING"
"681" 9 "LAYING"
"682" 9 "LAYING"
"683" 9 "LAYING"
"684" 9 "LAYING"
"685" 9 "LAYING"
"686" 9 "LAYING"
"687" 9 "LAYING"
"688" 9 "LAYING"
"689" 9 "LAYING"
"690" 9 "LAYING"
"691" 9 "WALKING"
"692" 9 "WALKING"
"693" 9 "WALKING"
"694" 9 "WALKING"
"695" 9 "WALKING"
"696" 9 "WALKING"
"697" 9 "WALKING"
"698" 9 "WALKING"
"699" 9 "WALKING"
"700" 9 "WALKING"
"701" 9 "WALKING"
"702" 9 "WALKING"
"703" 9 "WALKING"
"704" 9 "WALKING"
"705" 9 "WALKING"
"706" 9 "WALKING"
"707" 9 "WALKING"
"708" 9 "WALKING"
"709" 9 "WALKING"
"710" 9 "WALKING"
"711" 9 "WALKING"
"712" 9 "WALKING"
"713" 9 "WALKING"
"714" 9 "WALKING"
"715" 9 "WALKING"
"716" 9 "WALKING"
"717" 9 "WALKING_DOWNSTAIRS"
"718" 9 "WALKING_DOWNSTAIRS"
"719" 9 "WALKING_DOWNSTAIRS"
"720" 9 "WALKING_DOWNSTAIRS"
"721" 9 "WALKING_DOWNSTAIRS"
"722" 9 "WALKING_DOWNSTAIRS"
"723" 9 "WALKING_DOWNSTAIRS"
"724" 9 "WALKING_UPSTAIRS"
"725" 9 "WALKING_UPSTAIRS"
"726" 9 "WALKING_UPSTAIRS"
"727" 9 "WALKING_UPSTAIRS"
"728" 9 "WALKING_UPSTAIRS"
"729" 9 "WALKING_UPSTAIRS"
"730" 9 "WALKING_UPSTAIRS"
"731" 9 "WALKING_UPSTAIRS"
"732" 9 "WALKING_UPSTAIRS"
"733" 9 "WALKING_UPSTAIRS"
"734" 9 "WALKING_DOWNSTAIRS"
"735" 9 "WALKING_DOWNSTAIRS"
"736" 9 "WALKING_DOWNSTAIRS"
"737" 9 "WALKING_DOWNSTAIRS"
"738" 9 "WALKING_DOWNSTAIRS"
"739" 9 "WALKING_DOWNSTAIRS"
"740" 9 "WALKING_UPSTAIRS"
"741" 9 "WALKING_UPSTAIRS"
"742" 9 "WALKING_UPSTAIRS"
"743" 9 "WALKING_UPSTAIRS"
"744" 9 "WALKING_UPSTAIRS"
"745" 9 "WALKING_UPSTAIRS"
"746" 9 "WALKING_UPSTAIRS"
"747" 9 "WALKING_UPSTAIRS"
"748" 9 "WALKING_DOWNSTAIRS"
"749" 9 "WALKING_DOWNSTAIRS"
"750" 9 "WALKING_DOWNSTAIRS"
"751" 9 "WALKING_DOWNSTAIRS"
"752" 9 "WALKING_DOWNSTAIRS"
"753" 9 "WALKING_DOWNSTAIRS"
"754" 9 "WALKING_DOWNSTAIRS"
"755" 9 "WALKING_DOWNSTAIRS"
"756" 9 "WALKING_UPSTAIRS"
"757" 9 "WALKING_UPSTAIRS"
"758" 9 "WALKING_UPSTAIRS"
"759" 9 "WALKING_UPSTAIRS"
"760" 9 "WALKING_UPSTAIRS"
"761" 9 "WALKING_UPSTAIRS"
"762" 9 "WALKING_UPSTAIRS"
"763" 9 "WALKING_UPSTAIRS"
"764" 9 "STANDING"
"765" 9 "STANDING"
"766" 9 "STANDING"
"767" 9 "STANDING"
"768" 9 "STANDING"
"769" 9 "STANDING"
"770" 9 "STANDING"
"771" 9 "STANDING"
"772" 9 "STANDING"
"773" 9 "STANDING"
"774" 9 "STANDING"
"775" 9 "STANDING"
"776" 9 "STANDING"
"777" 9 "STANDING"
"778" 9 "STANDING"
"779" 9 "STANDING"
"780" 9 "STANDING"
"781" 9 "STANDING"
"782" 9 "STANDING"
"783" 9 "STANDING"
"784" 9 "STANDING"
"785" 9 "STANDING"
"786" 9 "STANDING"
"787" 9 "SITTING"
"788" 9 "SITTING"
"789" 9 "SITTING"
"790" 9 "SITTING"
"791" 9 "SITTING"
"792" 9 "SITTING"
"793" 9 "SITTING"
"794" 9 "SITTING"
"795" 9 "SITTING"
"796" 9 "SITTING"
"797" 9 "SITTING"
"798" 9 "SITTING"
"799" 9 "SITTING"
"800" 9 "SITTING"
"801" 9 "SITTING"
"802" 9 "SITTING"
"803" 9 "SITTING"
"804" 9 "SITTING"
"805" 9 "SITTING"
"806" 9 "SITTING"
"807" 9 "SITTING"
"808" 9 "SITTING"
"809" 9 "SITTING"
"810" 9 "SITTING"
"811" 9 "SITTING"
"812" 9 "LAYING"
"813" 9 "LAYING"
"814" 9 "LAYING"
"815" 9 "LAYING"
"816" 9 "LAYING"
"817" 9 "LAYING"
"818" 9 "LAYING"
"819" 9 "LAYING"
"820" 9 "LAYING"
"821" 9 "LAYING"
"822" 9 "LAYING"
"823" 9 "LAYING"
"824" 9 "LAYING"
"825" 9 "LAYING"
"826" 9 "LAYING"
"827" 9 "LAYING"
"828" 9 "LAYING"
"829" 9 "LAYING"
"830" 9 "LAYING"
"831" 9 "LAYING"
"832" 9 "LAYING"
"833" 9 "LAYING"
"834" 9 "LAYING"
"835" 9 "LAYING"
"836" 9 "LAYING"
"837" 9 "LAYING"
"838" 9 "WALKING"
"839" 9 "WALKING"
"840" 9 "WALKING"
"841" 9 "WALKING"
"842" 9 "WALKING"
"843" 9 "WALKING"
"844" 9 "WALKING"
"845" 9 "WALKING"
"846" 9 "WALKING"
"847" 9 "WALKING"
"848" 9 "WALKING"
"849" 9 "WALKING"
"850" 9 "WALKING"
"851" 9 "WALKING"
"852" 9 "WALKING"
"853" 9 "WALKING"
"854" 9 "WALKING"
"855" 9 "WALKING"
"856" 9 "WALKING"
"857" 9 "WALKING"
"858" 9 "WALKING"
"859" 9 "WALKING"
"860" 9 "WALKING"
"861" 9 "WALKING"
"862" 9 "WALKING"
"863" 9 "WALKING"
"864" 9 "WALKING_DOWNSTAIRS"
"865" 9 "WALKING_DOWNSTAIRS"
"866" 9 "WALKING_DOWNSTAIRS"
"867" 9 "WALKING_DOWNSTAIRS"
"868" 9 "WALKING_DOWNSTAIRS"
"869" 9 "WALKING_DOWNSTAIRS"
"870" 9 "WALKING_DOWNSTAIRS"
"871" 9 "WALKING_DOWNSTAIRS"
"872" 9 "WALKING_DOWNSTAIRS"
"873" 9 "WALKING_DOWNSTAIRS"
"874" 9 "WALKING_DOWNSTAIRS"
"875" 9 "WALKING_DOWNSTAIRS"
"876" 9 "WALKING_DOWNSTAIRS"
"877" 9 "WALKING_DOWNSTAIRS"
"878" 9 "WALKING_UPSTAIRS"
"879" 9 "WALKING_UPSTAIRS"
